equation,type_eq,answer,reasoning,label,source_file,true_answer,solution_latex,llm_solution,normalized_equation,token_text,token_count,label_id,split
-4y^{\prime\prime} + y^{\prime} + 5y = x^{3},inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{- x} + C_{2} e^{\frac{5 x}{4}} + \frac{x^{3}}{5} - \frac{3 x^{2}}{25} + \frac{126 x}{125} - \frac{246}{625},"This is a second-order linear inhomogeneous differential equation. First, solve the homogeneous part: -4y'' + y' + 5y = 0. The characteristic equation is -4r² + r + 5 = 0 or 4r² - r - 5 = 0. Using the quadratic formula: r = (1 ± √(1 + 80))/8 = (1 ± √81)/8 = (1 ± 9)/8. So r₁ = (1 + 9)/8 = 10/8 = 5/4 and r₂ = (1 - 9)/8 = -8/8 = -1. The homogeneous solution is y_h = C₁e^(5x/4) + C₂e^(-x). For the particular solution, since the right side is x³, we try y_p = Ax³ + Bx² + Cx + D. Taking derivatives: y_p' = 3Ax² + 2Bx + C, y_p'' = 6Ax + 2B. Substituting into the equation: -4(6Ax + 2B) + (3Ax² + 2Bx + C) + 5(Ax³ + Bx² + Cx + D) = x³. Simplifying: -24Ax - 8B + 3Ax² + 2Bx + C + 5Ax³ + 5Bx² + 5Cx + 5D = x³. Rearranging: 5Ax³ + 3Ax² + 5Bx² + (-24A + 2B + 5C)x + (-8B + C + 5D) = x³. Comparing coefficients: 5A = 1, 3A + 5B = 0, -24A + 2B + 5C = 0, -8B + C + 5D = 0. From the first: A = 1/5. From the second: 3(1/5) + 5B = 0 → 3/5 + 5B = 0 → B = -3/25. From the third: -24(1/5) + 2(-3/25) + 5C = 0 → -24/5 - 6/25 + 5C = 0 → -120/25 - 6/25 + 5C = 0 → -126/25 + 5C = 0 → C = 126/125. From the fourth: -8(-3/25) + 126/125 + 5D = 0 → 24/25 + 126/125 + 5D = 0 → 120/125 + 126/125 + 5D = 0 → 246/125 + 5D = 0 → D = -246/625. So y_p = (1/5)x³ - (3/25)x² + (126/125)x - 246/625. The general solution is y = y_h + y_p = C₁e^(5x/4) + C₂e^(-x) + (1/5)x³ - (3/25)x² + (126/125)x - 246/625. \boxed{y{\left(x \right)} = C_{1} e^{- x} + C_{2} e^{\frac{5 x}{4}} + \frac{x^{3}}{5} - \frac{3 x^{2}}{25} + \frac{126 x}{125} - \frac{246}{625}}",unhomogenous,train_with_reasoning_short.xlsx,,,,-4y^{\prime\prime}+y^{\prime}+5y=x^{3},- 4 y ^ { prime prime } + y ^ { prime } + 5 y = x ^ { 3 },23,2,train
3y^{\prime\prime} + 4y^{\prime} -4y = x,inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{- 2 x} + C_{2} e^{\frac{2 x}{3}} - \frac{x}{4} - \frac{1}{4},"This is a second-order linear inhomogeneous differential equation. First, solve the homogeneous part: 3y'' + 4y' - 4y = 0. The characteristic equation is 3r² + 4r - 4 = 0. Using the quadratic formula: r = (-4 ± √(16 + 48))/6 = (-4 ± √64)/6 = (-4 ± 8)/6. So r₁ = (-4 + 8)/6 = 4/6 = 2/3 and r₂ = (-4 - 8)/6 = -12/6 = -2. The homogeneous solution is y_h = C₁e^(2x/3) + C₂e^(-2x). For the particular solution, since the right side is x, we try y_p = Ax + B. Taking derivatives: y_p' = A, y_p'' = 0. Substituting into the equation: 3(0) + 4(A) - 4(Ax + B) = x. Simplifying: 4A - 4Ax - 4B = x. Rearranging: -4Ax + (4A - 4B) = x. Comparing coefficients: -4A = 1 and 4A - 4B = 0. From the first: A = -1/4. From the second: 4(-1/4) - 4B = 0 → -1 - 4B = 0 → B = -1/4. So y_p = -(1/4)x - 1/4. The general solution is y = y_h + y_p = C₁e^(2x/3) + C₂e^(-2x) - (1/4)x - 1/4. \boxed{y{\left(x \right)} = C_{1} e^{- 2 x} + C_{2} e^{\frac{2 x}{3}} - \frac{x}{4} - \frac{1}{4}}",unhomogenous,train_with_reasoning_short.xlsx,,,,3y^{\prime\prime}+4y^{\prime}-4y=x,3 y ^ { prime prime } + 4 y ^ { prime } - 4 y = x,19,2,valid
5y^{\prime\prime} -y^{\prime} + y = sh(2x),inhomogenous 2nd order,y{\left(x \right)} = \left(C_{1} \sin{\left(\frac{\sqrt{19} x}{10} \right)} + C_{2} \cos{\left(\frac{\sqrt{19} x}{10} \right)}\right) e^{\frac{x}{10}} + \frac{21 \sinh{\left(2 x \right)}}{437} + \frac{2 \cosh{\left(2 x \right)}}{437},"1) Rewrite as a linear ODE with constant coefficients: $ 5.0 y'' + -1 y' + 1 y = g(x)$, where $g(x) = sh(2x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ 5 r^{2} - r + 1 = 0$. Roots: $r = \frac{1}{10} - \frac{\sqrt{19} i}{10}, \frac{1}{10} + \frac{\sqrt{19} i}{10}$. Hence $y_h(x) = \left(C_{1} \cos{\left(\frac{\sqrt{19} x}{10} \right)} - C_{2} \sin{\left(\frac{\sqrt{19} x}{10} \right)}\right) e^{\frac{x}{10}}$. 3) Find a particular solution $y_p$ for the hyperbolic (sinh) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = \left(C_{1} \sin{\left(\frac{\sqrt{19} x}{10} \right)} + C_{2} \cos{\left(\frac{\sqrt{19} x}{10} \right)}\right) e^{\frac{x}{10}} + \frac{21 \sinh{\left(2 x \right)}}{437} + \frac{2 \cosh{\left(2 x \right)}}{437}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,5y^{\prime\prime}-y^{\prime}+y=sh(2x),5 y ^ { prime prime } - y ^ { prime } + y = sh ( 2 x ),21,2,train
-y^{\prime\prime} -2y^{\prime} + y = sh(x),inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{x \left(-1 + \sqrt{2}\right)} + C_{2} e^{- x \left(1 + \sqrt{2}\right)} - \frac{\cosh{\left(x \right)}}{2},"1) Rewrite as a linear ODE with constant coefficients: $ -1 y'' + -2.0 y' + 1 y = g(x)$, where $g(x) = sh(x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ - r^{2} - 2 r + 1 = 0$. Roots: $r = -1 + \sqrt{2}, - \sqrt{2} - 1$. Hence $y_h(x) = C_{1} e^{x \left(-1 + \sqrt{2}\right)} + C_{2} e^{x \left(- \sqrt{2} - 1\right)}$. 3) Find a particular solution $y_p$ for the hyperbolic (sinh) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{x \left(-1 + \sqrt{2}\right)} + C_{2} e^{- x \left(1 + \sqrt{2}\right)} - \frac{\cosh{\left(x \right)}}{2}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,-y^{\prime\prime}-2y^{\prime}+y=sh(x),- y ^ { prime prime } - 2 y ^ { prime } + y = sh ( x ),21,2,valid
3y^{\prime\prime} -y^{\prime} -3y = \sin(x),inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{\frac{x \left(1 - \sqrt{37}\right)}{6}} + C_{2} e^{\frac{x \left(1 + \sqrt{37}\right)}{6}} - \frac{6 \sin{\left(x \right)}}{37} + \frac{\cos{\left(x \right)}}{37},"1) Rewrite as a linear ODE with constant coefficients: $ 3.0 y'' + -1 y' + -3.0 y = g(x)$, where $g(x) = \sin(x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ 3 r^{2} - r - 3 = 0$. Roots: $r = \frac{1}{6} - \frac{\sqrt{37}}{6}, \frac{1}{6} + \frac{\sqrt{37}}{6}$. Hence $y_h(x) = C_{1} e^{x \left(\frac{1}{6} - \frac{\sqrt{37}}{6}\right)} + C_{2} e^{x \left(\frac{1}{6} + \frac{\sqrt{37}}{6}\right)}$. 3) Find a particular solution $y_p$ for the trigonometric (sin) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{\frac{x \left(1 - \sqrt{37}\right)}{6}} + C_{2} e^{\frac{x \left(1 + \sqrt{37}\right)}{6}} - \frac{6 \sin{\left(x \right)}}{37} + \frac{\cos{\left(x \right)}}{37}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,3y^{\prime\prime}-y^{\prime}-3y=\sin(x),3 y ^ { prime prime } - y ^ { prime } - 3 y = sin ( x ),21,2,train
-2y^{\prime\prime} -2y^{\prime} -4y = e^{x},inhomogenous 2nd order,y{\left(x \right)} = \left(C_{1} \sin{\left(\frac{\sqrt{7} x}{2} \right)} + C_{2} \cos{\left(\frac{\sqrt{7} x}{2} \right)}\right) e^{- \frac{x}{2}} - \frac{e^{x}}{8},"1) Rewrite as a linear ODE with constant coefficients: $ -2.0 y'' + -2.0 y' + -4.0 y = g(x)$, where $g(x) = e^{x}$. 2) Solve the homogeneous equation via the characteristic polynomial $ - 2 r^{2} - 2 r - 4 = 0$. Roots: $r = - \frac{1}{2} - \frac{\sqrt{7} i}{2}, - \frac{1}{2} + \frac{\sqrt{7} i}{2}$. Hence $y_h(x) = \left(C_{1} \cos{\left(\frac{\sqrt{7} x}{2} \right)} - C_{2} \sin{\left(\frac{\sqrt{7} x}{2} \right)}\right) e^{- \frac{x}{2}}$. 3) Find a particular solution $y_p$ for the exponential forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = \left(C_{1} \sin{\left(\frac{\sqrt{7} x}{2} \right)} + C_{2} \cos{\left(\frac{\sqrt{7} x}{2} \right)}\right) e^{- \frac{x}{2}} - \frac{e^{x}}{8}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,-2y^{\prime\prime}-2y^{\prime}-4y=exp(x),- 2 y ^ { prime prime } - 2 y ^ { prime } - 4 y = exp ( x ),23,2,train
-2y^{\prime\prime} + 4y^{\prime} -2y = ch(2x),inhomogenous 2nd order,y{\left(x \right)} = \left(C_{1} + C_{2} x\right) e^{x} - \frac{2 \sinh{\left(2 x \right)}}{9} - \frac{5 \cosh{\left(2 x \right)}}{18},"1) Rewrite as a linear ODE with constant coefficients: $ -2.0 y'' + 4.0 y' + -2.0 y = g(x)$, where $g(x) = ch(2x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ - 2 r^{2} + 4 r - 2 = 0$. Roots: $r = 1$. Hence $y_h(x) = \left(C_{1} + C_{2} x\right) e^{x}$. 3) Find a particular solution $y_p$ for the hyperbolic (cosh) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = \left(C_{1} + C_{2} x\right) e^{x} - \frac{2 \sinh{\left(2 x \right)}}{9} - \frac{5 \cosh{\left(2 x \right)}}{18}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,-2y^{\prime\prime}+4y^{\prime}-2y=ch(2x),- 2 y ^ { prime prime } + 4 y ^ { prime } - 2 y = ch ( 2 x ),24,2,test
y^{\prime\prime} + 5y^{\prime} -3y = \cos(x),inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{\frac{x \left(-5 + \sqrt{37}\right)}{2}} + C_{2} e^{- \frac{x \left(5 + \sqrt{37}\right)}{2}} + \frac{5 \sin{\left(x \right)}}{41} - \frac{4 \cos{\left(x \right)}}{41},"1) Rewrite as a linear ODE with constant coefficients: $ 1 y'' + 5.0 y' + -3.0 y = g(x)$, where $g(x) = \cos(x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ r^{2} + 5 r - 3 = 0$. Roots: $r = - \frac{5}{2} + \frac{\sqrt{37}}{2}, - \frac{\sqrt{37}}{2} - \frac{5}{2}$. Hence $y_h(x) = C_{1} e^{x \left(- \frac{5}{2} + \frac{\sqrt{37}}{2}\right)} + C_{2} e^{x \left(- \frac{\sqrt{37}}{2} - \frac{5}{2}\right)}$. 3) Find a particular solution $y_p$ for the trigonometric (cos) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{\frac{x \left(-5 + \sqrt{37}\right)}{2}} + C_{2} e^{- \frac{x \left(5 + \sqrt{37}\right)}{2}} + \frac{5 \sin{\left(x \right)}}{41} - \frac{4 \cos{\left(x \right)}}{41}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,y^{\prime\prime}+5y^{\prime}-3y=\cos(x),y ^ { prime prime } + 5 y ^ { prime } - 3 y = cos ( x ),21,2,train
5y^{\prime\prime} -2y^{\prime} + 4y = x^{3},inhomogenous 2nd order,y{\left(x \right)} = \frac{x^{3}}{4} + \frac{3 x^{2}}{8} - \frac{3 x}{2} + \left(C_{1} \sin{\left(\frac{\sqrt{19} x}{5} \right)} + C_{2} \cos{\left(\frac{\sqrt{19} x}{5} \right)}\right) e^{\frac{x}{5}} - \frac{27}{16},"1) Rewrite as a linear ODE with constant coefficients: $ 5.0 y'' + -2.0 y' + 4.0 y = g(x)$, where $g(x) = x^{3}$. 2) Solve the homogeneous equation via the characteristic polynomial $ 5 r^{2} - 2 r + 4 = 0$. Roots: $r = \frac{1}{5} - \frac{\sqrt{19} i}{5}, \frac{1}{5} + \frac{\sqrt{19} i}{5}$. Hence $y_h(x) = \left(C_{1} \cos{\left(\frac{\sqrt{19} x}{5} \right)} - C_{2} \sin{\left(\frac{\sqrt{19} x}{5} \right)}\right) e^{\frac{x}{5}}$. 3) Find a particular solution $y_p$ for the polynomial forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = \frac{x^{3}}{4} + \frac{3 x^{2}}{8} - \frac{3 x}{2} + \left(C_{1} \sin{\left(\frac{\sqrt{19} x}{5} \right)} + C_{2} \cos{\left(\frac{\sqrt{19} x}{5} \right)}\right) e^{\frac{x}{5}} - \frac{27}{16}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,5y^{\prime\prime}-2y^{\prime}+4y=x^{3},5 y ^ { prime prime } - 2 y ^ { prime } + 4 y = x ^ { 3 },23,2,train
2y^{\prime\prime} + 5y^{\prime} -3y = ch(x),inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{- 3 x} + C_{2} e^{\frac{x}{2}} + \frac{5 \sinh{\left(x \right)}}{24} + \frac{\cosh{\left(x \right)}}{24},"1) Rewrite as a linear ODE with constant coefficients: $ 2.0 y'' + 5.0 y' + -3.0 y = g(x)$, where $g(x) = ch(x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ 2 r^{2} + 5 r - 3 = 0$. Roots: $r = -3, \frac{1}{2}$. Hence $y_h(x) = C_{1} e^{- 3 x} + C_{2} e^{\frac{x}{2}}$. 3) Find a particular solution $y_p$ for the hyperbolic (cosh) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{- 3 x} + C_{2} e^{\frac{x}{2}} + \frac{5 \sinh{\left(x \right)}}{24} + \frac{\cosh{\left(x \right)}}{24}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,2y^{\prime\prime}+5y^{\prime}-3y=ch(x),2 y ^ { prime prime } + 5 y ^ { prime } - 3 y = ch ( x ),22,2,train
y^{\prime\prime} + 2y^{\prime} -3y = sh(2x),inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{- 3 x} + C_{2} e^{x} - \frac{\sinh{\left(2 x \right)}}{15} + \frac{4 \cosh{\left(2 x \right)}}{15},"1) Rewrite as a linear ODE with constant coefficients: $ 1 y'' + 2.0 y' + -3.0 y = g(x)$, where $g(x) = sh(2x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ r^{2} + 2 r - 3 = 0$. Roots: $r = -3, 1$. Hence $y_h(x) = C_{1} e^{- 3 x} + C_{2} e^{x}$. 3) Find a particular solution $y_p$ for the hyperbolic (sinh) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{- 3 x} + C_{2} e^{x} - \frac{\sinh{\left(2 x \right)}}{15} + \frac{4 \cosh{\left(2 x \right)}}{15}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,y^{\prime\prime}+2y^{\prime}-3y=sh(2x),y ^ { prime prime } + 2 y ^ { prime } - 3 y = sh ( 2 x ),22,2,train
-4y^{\prime\prime} + 4y^{\prime} + 4y = ch(2x),inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{\frac{x \left(1 - \sqrt{5}\right)}{2}} + C_{2} e^{\frac{x \left(1 + \sqrt{5}\right)}{2}} - \frac{\sinh{\left(2 x \right)}}{10} - \frac{3 \cosh{\left(2 x \right)}}{20},"1) Rewrite as a linear ODE with constant coefficients: $ -4.0 y'' + 4.0 y' + 4.0 y = g(x)$, where $g(x) = ch(2x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ - 4 r^{2} + 4 r + 4 = 0$. Roots: $r = \frac{1}{2} - \frac{\sqrt{5}}{2}, \frac{1}{2} + \frac{\sqrt{5}}{2}$. Hence $y_h(x) = C_{1} e^{x \left(\frac{1}{2} - \frac{\sqrt{5}}{2}\right)} + C_{2} e^{x \left(\frac{1}{2} + \frac{\sqrt{5}}{2}\right)}$. 3) Find a particular solution $y_p$ for the hyperbolic (cosh) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{\frac{x \left(1 - \sqrt{5}\right)}{2}} + C_{2} e^{\frac{x \left(1 + \sqrt{5}\right)}{2}} - \frac{\sinh{\left(2 x \right)}}{10} - \frac{3 \cosh{\left(2 x \right)}}{20}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,-4y^{\prime\prime}+4y^{\prime}+4y=ch(2x),- 4 y ^ { prime prime } + 4 y ^ { prime } + 4 y = ch ( 2 x ),24,2,train
2y^{\prime\prime} + 2y^{\prime} -y = ch(2x),inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{\frac{x \left(-1 + \sqrt{3}\right)}{2}} + C_{2} e^{- \frac{x \left(1 + \sqrt{3}\right)}{2}} - \frac{4 \sinh{\left(2 x \right)}}{33} + \frac{7 \cosh{\left(2 x \right)}}{33},"1) Rewrite as a linear ODE with constant coefficients: $ 2.0 y'' + 2.0 y' + -1 y = g(x)$, where $g(x) = ch(2x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ 2 r^{2} + 2 r - 1 = 0$. Roots: $r = - \frac{1}{2} + \frac{\sqrt{3}}{2}, - \frac{\sqrt{3}}{2} - \frac{1}{2}$. Hence $y_h(x) = C_{1} e^{x \left(- \frac{1}{2} + \frac{\sqrt{3}}{2}\right)} + C_{2} e^{x \left(- \frac{\sqrt{3}}{2} - \frac{1}{2}\right)}$. 3) Find a particular solution $y_p$ for the hyperbolic (cosh) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{\frac{x \left(-1 + \sqrt{3}\right)}{2}} + C_{2} e^{- \frac{x \left(1 + \sqrt{3}\right)}{2}} - \frac{4 \sinh{\left(2 x \right)}}{33} + \frac{7 \cosh{\left(2 x \right)}}{33}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,2y^{\prime\prime}+2y^{\prime}-y=ch(2x),2 y ^ { prime prime } + 2 y ^ { prime } - y = ch ( 2 x ),22,2,test
-y^{\prime\prime} -2y^{\prime} + 5y = e^{x},inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{x \left(-1 + \sqrt{6}\right)} + C_{2} e^{- x \left(1 + \sqrt{6}\right)} + \frac{e^{x}}{2},"1) Rewrite as a linear ODE with constant coefficients: $ -1 y'' + -2.0 y' + 5.0 y = g(x)$, where $g(x) = e^{x}$. 2) Solve the homogeneous equation via the characteristic polynomial $ - r^{2} - 2 r + 5 = 0$. Roots: $r = -1 + \sqrt{6}, - \sqrt{6} - 1$. Hence $y_h(x) = C_{1} e^{x \left(-1 + \sqrt{6}\right)} + C_{2} e^{x \left(- \sqrt{6} - 1\right)}$. 3) Find a particular solution $y_p$ for the exponential forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{x \left(-1 + \sqrt{6}\right)} + C_{2} e^{- x \left(1 + \sqrt{6}\right)} + \frac{e^{x}}{2}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,-y^{\prime\prime}-2y^{\prime}+5y=exp(x),- y ^ { prime prime } - 2 y ^ { prime } + 5 y = exp ( x ),22,2,train
-5y^{\prime\prime} + 3y^{\prime} -3y = ch(x),inhomogenous 2nd order,y{\left(x \right)} = \left(C_{1} \sin{\left(\frac{\sqrt{51} x}{10} \right)} + C_{2} \cos{\left(\frac{\sqrt{51} x}{10} \right)}\right) e^{\frac{3 x}{10}} - \frac{3 \sinh{\left(x \right)}}{55} - \frac{8 \cosh{\left(x \right)}}{55},"1) Rewrite as a linear ODE with constant coefficients: $ -5.0 y'' + 3.0 y' + -3.0 y = g(x)$, where $g(x) = ch(x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ - 5 r^{2} + 3 r - 3 = 0$. Roots: $r = \frac{3}{10} - \frac{\sqrt{51} i}{10}, \frac{3}{10} + \frac{\sqrt{51} i}{10}$. Hence $y_h(x) = \left(C_{1} \cos{\left(\frac{\sqrt{51} x}{10} \right)} - C_{2} \sin{\left(\frac{\sqrt{51} x}{10} \right)}\right) e^{\frac{3 x}{10}}$. 3) Find a particular solution $y_p$ for the hyperbolic (cosh) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = \left(C_{1} \sin{\left(\frac{\sqrt{51} x}{10} \right)} + C_{2} \cos{\left(\frac{\sqrt{51} x}{10} \right)}\right) e^{\frac{3 x}{10}} - \frac{3 \sinh{\left(x \right)}}{55} - \frac{8 \cosh{\left(x \right)}}{55}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,-5y^{\prime\prime}+3y^{\prime}-3y=ch(x),- 5 y ^ { prime prime } + 3 y ^ { prime } - 3 y = ch ( x ),23,2,train
2y^{\prime\prime} -2y^{\prime} -2y = x,inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{\frac{x \left(1 - \sqrt{5}\right)}{2}} + C_{2} e^{\frac{x \left(1 + \sqrt{5}\right)}{2}} - \frac{x}{2} + \frac{1}{2},"1) Rewrite as a linear ODE with constant coefficients: $ 2.0 y'' + -2.0 y' + -2.0 y = g(x)$, where $g(x) = x$. 2) Solve the homogeneous equation via the characteristic polynomial $ 2 r^{2} - 2 r - 2 = 0$. Roots: $r = \frac{1}{2} - \frac{\sqrt{5}}{2}, \frac{1}{2} + \frac{\sqrt{5}}{2}$. Hence $y_h(x) = C_{1} e^{x \left(\frac{1}{2} - \frac{\sqrt{5}}{2}\right)} + C_{2} e^{x \left(\frac{1}{2} + \frac{\sqrt{5}}{2}\right)}$. 3) Find a particular solution $y_p$ for the polynomial forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{\frac{x \left(1 - \sqrt{5}\right)}{2}} + C_{2} e^{\frac{x \left(1 + \sqrt{5}\right)}{2}} - \frac{x}{2} + \frac{1}{2}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,2y^{\prime\prime}-2y^{\prime}-2y=x,2 y ^ { prime prime } - 2 y ^ { prime } - 2 y = x,19,2,train
2y^{\prime\prime} -3y^{\prime} -2y = \sin(x),inhomogenous 2nd order,y{\left(x \right)} = C_{1} e^{- \frac{x}{2}} + C_{2} e^{2 x} - \frac{4 \sin{\left(x \right)}}{25} + \frac{3 \cos{\left(x \right)}}{25},"1) Rewrite as a linear ODE with constant coefficients: $ 2.0 y'' + -3.0 y' + -2.0 y = g(x)$, where $g(x) = \sin(x)$. 2) Solve the homogeneous equation via the characteristic polynomial $ 2 r^{2} - 3 r - 2 = 0$. Roots: $r = - \frac{1}{2}, 2$. Hence $y_h(x) = C_{1} e^{- \frac{x}{2}} + C_{2} e^{2 x}$. 3) Find a particular solution $y_p$ for the trigonometric (sin) forcing $g(x)$ using the method of undetermined coefficients (if resonance occurs, multiply the trial form by an extra power of $x$). 4) The general solution is $y(x)=y_h(x)+y_p(x)$; after substitution and simplification you obtain the closed form below.

\boxed{y{\left(x \right)} = C_{1} e^{- \frac{x}{2}} + C_{2} e^{2 x} - \frac{4 \sin{\left(x \right)}}{25} + \frac{3 \cos{\left(x \right)}}{25}}",unhomogenous,train_with_solutions_reasoning_boxed.xlsx,,,,2y^{\prime\prime}-3y^{\prime}-2y=\sin(x),2 y ^ { prime prime } - 3 y ^ { prime } - 2 y = sin ( x ),22,2,valid
